Species,Day,Date,Rep,L_W,SH_Tide,SH_Temp,MHW,Tank,Size_mm
Ostrea lurida,19,,2,L,No Tide,21,15,5,6.033
Ostrea lurida,19,,8,W,No Tide,21,15,5,6.033
Ostrea lurida,19,,5,W,Tide,21,15,4,6.053
Ostrea lurida,19,,6,W,No Tide,21,15,1,6.091
Ostrea lurida,19,,3,W,No Tide,21,15,5,6.102
Ostrea lurida,19,,3,W,Tide,21,15,2,6.148
Ostrea lurida,19,,3,L,No Tide,21,15,2,6.148
Ostrea lurida,19,,4,L,Tide,21,15,3,6.174
Ostrea lurida,19,,5,L,No Tide,21,15,4,6.177
Ostrea lurida,19,,10,L,Tide,21,15,3,6.198
Ostrea lurida,19,,5,W,Tide,21,15,3,6.211
Ostrea lurida,19,,2,W,No Tide,21,15,5,6.271
Ostrea lurida,19,,1,L,Tide,21,15,1,6.29
Ostrea lurida,19,,5,L,No Tide,21,15,5,6.308
Ostrea lurida,19,,6,L,No Tide,21,15,3,6.327
Ostrea lurida,19,,4,L,No Tide,21,15,4,6.352
Ostrea lurida,19,,5,L,No Tide,21,15,2,6.411
Ostrea lurida,19,,6,L,No Tide,21,15,1,6.416
Ostrea lurida,19,,7,L,No Tide,21,15,2,6.49
Ostrea lurida,19,,9,L,No Tide,21,15,1,6.506
Ostrea lurida,19,,3,L,No Tide,21,15,3,6.616
Ostrea lurida,19,,5,L,No Tide,21,15,3,6.645
Ostrea lurida,19,,2,L,Tide,21,15,5,6.645
Ostrea lurida,19,,4,L,Tide,21,15,4,6.667
Ostrea lurida,19,,7,L,No Tide,21,15,1,6.689
Ostrea lurida,19,,7,L,Tide,21,15,3,6.708
Ostrea lurida,19,,1,W,No Tide,21,15,4,6.757
Ostrea lurida,19,,9,L,Tide,21,15,4,6.759
Ostrea lurida,19,,6,L,No Tide,21,15,4,6.766
Ostrea lurida,19,,3,W,No Tide,21,15,4,6.77
Ostrea lurida,19,,10,L,No Tide,21,15,4,6.791
Ostrea lurida,19,,9,L,No Tide,21,15,5,6.798
Ostrea lurida,19,,6,L,Tide,21,15,4,6.839
Ostrea lurida,19,,3,L,No Tide,21,15,1,6.843
Ostrea lurida,19,,6,W,Tide,21,15,5,6.869
Ostrea lurida,19,,5,L,No Tide,21,15,1,6.883
Ostrea lurida,19,,10,W,No Tide,21,15,5,6.891
Ostrea lurida,19,,8,W,Tide,21,15,1,6.903
Ostrea lurida,19,,4,W,No Tide,21,15,5,6.91
Ostrea lurida,19,,4,L,No Tide,21,15,3,6.921
Ostrea lurida,19,,4,L,Tide,21,15,1,6.928
Ostrea lurida,19,,1,L,No Tide,21,15,5,6.959
Ostrea lurida,19,,10,L,No Tide,21,15,1,6.979
Ostrea lurida,19,,6,W,No Tide,21,15,2,6.989
Ostrea lurida,19,,2,L,Tide,21,15,2,7.02
Ostrea lurida,19,,4,L,No Tide,21,15,5,7.053
Ostrea lurida,19,,8,W,No Tide,21,15,3,7.142
Ostrea lurida,19,,8,W,Tide,21,15,2,7.181
Ostrea lurida,19,,2,L,No Tide,21,15,4,7.203
Ostrea lurida,19,,3,L,No Tide,21,15,5,7.211
Ostrea lurida,19,,4,W,No Tide,21,15,3,7.273
Ostrea lurida,19,,7,L,No Tide,21,15,3,7.273
Ostrea lurida,19,,1,L,Tide,21,15,2,7.311
Ostrea lurida,19,,9,L,Tide,21,15,1,7.355
Ostrea lurida,19,,10,W,Tide,21,15,4,7.359
Ostrea lurida,19,,2,W,Tide,21,15,4,7.413
Ostrea lurida,19,,2,L,Tide,21,15,4,7.441
Ostrea lurida,19,,4,L,No Tide,21,15,2,7.45
Ostrea lurida,19,,2,L,Tide,21,15,3,7.452
Ostrea lurida,19,,10,L,No Tide,21,15,5,7.462
Ostrea lurida,19,,7,W,No Tide,21,15,1,7.481
Ostrea lurida,19,,9,L,Tide,21,15,3,7.497
Ostrea lurida,19,,10,L,No Tide,21,15,2,7.609
Ostrea lurida,19,,4,L,No Tide,21,15,1,7.658
Ostrea lurida,19,,1,L,No Tide,21,15,2,7.704
Ostrea lurida,19,,8,L,No Tide,21,15,5,7.707
Ostrea lurida,19,,6,L,No Tide,21,15,2,7.726
Ostrea lurida,19,,8,L,Tide,21,15,3,7.762
Ostrea lurida,19,,4,W,Tide,21,15,2,7.798
Ostrea lurida,19,,8,W,Tide,21,15,3,7.804
Ostrea lurida,19,,1,L,Tide,21,15,3,7.842
Ostrea lurida,19,,1,L,No Tide,21,15,3,7.908
Ostrea lurida,19,,7,W,Tide,21,15,2,8.004
Ostrea lurida,19,,5,L,Tide,21,15,3,8.052
Ostrea lurida,19,,7,L,Tide,21,15,2,8.106
Ostrea lurida,19,,8,L,No Tide,21,15,3,8.129
Ostrea lurida,19,,6,W,Tide,21,15,2,8.178
Ostrea lurida,19,,6,W,Tide,21,15,3,8.203
Ostrea lurida,19,,1,L,No Tide,21,15,4,8.263
Ostrea lurida,19,,6,L,Tide,21,15,5,8.383
Ostrea lurida,19,,8,L,Tide,21,15,1,8.405
Ostrea lurida,19,,1,W,Tide,21,15,2,8.488
Ostrea lurida,19,,10,L,Tide,21,15,4,8.509
Ostrea lurida,19,,8,L,Tide,21,15,2,8.568
Ostrea lurida,19,,6,L,Tide,21,15,3,8.716
Ostrea lurida,19,,2,L,No Tide,21,15,2,10.08
Ostrea lurida,19,,7,W,No Tide,21,18,7,2.706
Ostrea lurida,19,,3,W,Tide,21,18,6,2.765
Ostrea lurida,19,,5,W,No Tide,21,18,8,3.075
Ostrea lurida,19,,9,W,No Tide,21,18,10,3.082
Ostrea lurida,19,,9,W,Tide,21,18,7,3.241
Ostrea lurida,19,,6,W,No Tide,21,18,10,3.259
Ostrea lurida,19,,10,W,Tide,21,18,9,3.346
Ostrea lurida,19,,8,W,No Tide,21,18,10,3.45
Ostrea lurida,19,,7,L,Tide,21,18,7,3.459
Ostrea lurida,19,,5,W,No Tide,21,18,7,3.467
Ostrea lurida,19,,2,W,Tide,21,18,7,3.481
Ostrea lurida,19,,7,W,No Tide,21,18,6,3.628
Ostrea lurida,19,,8,W,Tide,21,18,9,3.666
Ostrea lurida,19,,5,W,No Tide,21,18,10,3.76
Ostrea lurida,19,,5,W,Tide,21,18,6,3.764
Ostrea lurida,19,,1,W,Tide,21,18,6,3.848
Ostrea lurida,19,,4,W,No Tide,21,18,9,3.853
Ostrea lurida,19,,4,W,No Tide,21,18,7,3.857
Ostrea lurida,19,,5,W,Tide,21,18,10,3.87
Ostrea lurida,19,,2,W,Tide,21,18,6,3.874
Ostrea lurida,19,,7,W,Tide,21,18,7,3.875
Ostrea lurida,19,,1,W,No Tide,21,18,7,3.938
Ostrea lurida,19,,9,L,No Tide,21,18,10,3.94
Ostrea lurida,19,,5,W,No Tide,21,18,6,3.942
Ostrea lurida,19,,10,W,Tide,21,18,8,3.942
Ostrea lurida,19,,4,W,Tide,21,18,7,3.971
Ostrea lurida,19,,6,W,Tide,21,18,7,3.987
Ostrea lurida,19,,1,W,No Tide,21,18,10,3.998
Ostrea lurida,19,,2,W,Tide,21,18,8,4.044
Ostrea lurida,19,,3,L,Tide,21,18,6,4.056
Ostrea lurida,19,,3,W,Tide,21,18,9,4.071
Ostrea lurida,19,,1,W,Tide,21,18,7,4.074
Ostrea lurida,19,,6,W,Tide,21,18,6,4.084
Ostrea lurida,19,,7,L,No Tide,21,18,7,4.084
Ostrea lurida,19,,8,W,Tide,21,18,6,4.13
Ostrea lurida,19,,2,W,No Tide,21,18,9,4.161
Ostrea lurida,19,,9,W,Tide,21,18,9,4.179
Ostrea lurida,19,,7,W,Tide,21,18,6,4.191
Ostrea lurida,19,,4,L,No Tide,21,18,7,4.201
Ostrea lurida,19,,3,W,No Tide,21,18,9,4.235
Ostrea lurida,19,,4,W,Tide,21,18,10,4.237
Ostrea lurida,19,,2,W,No Tide,21,18,8,4.246
Ostrea lurida,19,,4,W,Tide,21,18,6,4.262
Ostrea lurida,19,,2,W,Tide,21,18,10,4.393
Ostrea lurida,19,,7,W,No Tide,21,18,10,4.522
Ostrea lurida,19,,5,W,Tide,21,18,7,4.531
Ostrea lurida,19,,2,W,No Tide,21,18,10,4.545
Ostrea lurida,19,,5,W,Tide,21,18,9,4.562
Ostrea lurida,19,,1,L,Tide,21,18,6,4.606
Ostrea lurida,19,,2,W,Tide,21,18,9,4.621
Ostrea lurida,19,,9,L,Tide,21,18,7,4.626
Ostrea lurida,19,,8,L,No Tide,21,18,10,4.627
Ostrea lurida,19,,10,L,Tide,21,18,9,4.636
Ostrea lurida,19,,10,W,Tide,21,18,10,4.659
Ostrea lurida,19,,2,L,Tide,21,18,7,4.686
Ostrea lurida,19,,7,W,Tide,21,18,9,4.696
Ostrea lurida,19,,2,L,Tide,21,18,6,4.732
Ostrea lurida,19,,10,W,No Tide,21,18,6,4.765
Ostrea lurida,19,,5,L,Tide,21,18,10,4.778
Ostrea lurida,19,,9,W,No Tide,21,18,9,4.836
Ostrea lurida,19,,9,W,No Tide,21,18,7,4.862
Ostrea lurida,19,,4,W,Tide,21,18,9,4.895
Ostrea lurida,19,,2,L,Tide,21,18,8,4.916
Ostrea lurida,19,,7,L,Tide,21,18,6,4.924
Ostrea lurida,19,,5,L,Tide,21,18,6,4.932
Ostrea lurida,19,,8,L,Tide,21,18,6,4.943
Ostrea lurida,19,,5,L,No Tide,21,18,8,4.96
Ostrea lurida,19,,8,L,Tide,21,18,9,5.029
Ostrea lurida,19,,3,L,Tide,21,18,9,5.072
Ostrea lurida,19,,2,W,No Tide,21,18,7,5.105
Ostrea lurida,19,,3,W,No Tide,21,18,10,5.151
Ostrea lurida,19,,6,L,Tide,21,18,7,5.173
Ostrea lurida,19,,5,W,No Tide,21,18,9,5.174
Ostrea lurida,19,,9,W,No Tide,21,18,8,5.188
Ostrea lurida,19,,10,L,Tide,21,18,8,5.191
Ostrea lurida,19,,10,W,No Tide,21,18,7,5.195
Ostrea lurida,19,,9,W,Tide,21,18,6,5.198
Ostrea lurida,19,,6,W,No Tide,21,18,9,5.213
Ostrea lurida,19,,8,W,Tide,21,18,7,5.214
Ostrea lurida,19,,4,L,No Tide,21,18,9,5.251
Ostrea lurida,19,,6,L,No Tide,21,18,10,5.255
Ostrea lurida,19,,10,W,Tide,21,18,6,5.258
Ostrea lurida,19,,4,L,Tide,21,18,10,5.264
Ostrea lurida,19,,6,W,Tide,21,18,10,5.27
Ostrea lurida,19,,4,W,No Tide,21,18,6,5.331
Ostrea lurida,19,,7,W,No Tide,21,18,9,5.352
Ostrea lurida,19,,8,W,No Tide,21,18,7,5.357
Ostrea lurida,19,,9,W,Tide,21,18,8,5.362
Ostrea lurida,19,,9,W,Tide,21,18,10,5.363
Ostrea lurida,19,,2,L,No Tide,21,18,8,5.403
Ostrea lurida,19,,9,L,Tide,21,18,9,5.427
Ostrea lurida,19,,5,L,No Tide,21,18,6,5.429
Ostrea lurida,19,,3,W,Tide,21,18,10,5.432
Ostrea lurida,19,,9,W,No Tide,21,18,6,5.459
Ostrea lurida,19,,2,L,No Tide,21,18,9,5.464
Ostrea lurida,19,,7,L,No Tide,21,18,10,5.475
Ostrea lurida,19,,7,L,No Tide,21,18,6,5.476
Ostrea lurida,19,,3,W,No Tide,21,18,6,5.483
Ostrea lurida,19,,5,L,No Tide,21,18,10,5.509
Ostrea lurida,19,,1,L,Tide,21,18,7,5.537
Ostrea lurida,19,,10,W,No Tide,21,18,8,5.545
Ostrea lurida,19,,1,W,Tide,21,18,10,5.562
Ostrea lurida,19,,1,L,No Tide,21,18,7,5.571
Ostrea lurida,19,,3,W,No Tide,21,18,7,5.62
Ostrea lurida,19,,1,W,No Tide,21,18,8,5.656
Ostrea lurida,19,,2,L,No Tide,21,18,7,5.684
Ostrea lurida,19,,4,L,Tide,21,18,9,5.696
Ostrea lurida,19,,8,W,No Tide,21,18,6,5.701
Ostrea lurida,19,,3,L,Tide,21,18,10,5.728
Ostrea lurida,19,,8,W,Tide,21,18,10,5.738
Ostrea lurida,19,,5,L,No Tide,21,18,7,5.747
Ostrea lurida,19,,10,L,No Tide,21,18,9,5.763
Ostrea lurida,19,,7,L,Tide,21,18,9,5.772
Ostrea lurida,19,,10,L,Tide,21,18,10,5.781
Ostrea lurida,19,,6,L,Tide,21,18,6,5.785
Ostrea lurida,19,,9,L,No Tide,21,18,7,5.86
Ostrea lurida,19,,1,W,Tide,21,18,9,5.867
Ostrea lurida,19,,4,L,Tide,21,18,7,5.913
Ostrea lurida,19,,9,L,Tide,21,18,6,5.945
Ostrea lurida,19,,1,W,No Tide,21,18,6,5.948
Ostrea lurida,19,,10,L,No Tide,21,18,6,5.948
Ostrea lurida,19,,3,W,Tide,21,18,7,5.966
Ostrea lurida,19,,9,L,No Tide,21,18,9,5.969
Ostrea lurida,19,,3,L,Tide,21,18,8,5.98
Ostrea lurida,19,,3,L,No Tide,21,18,10,5.981
Ostrea lurida,19,,5,L,Tide,21,18,7,6.023
Ostrea lurida,19,,10,W,No Tide,21,18,9,6.039
Ostrea lurida,19,,6,L,No Tide,21,18,9,6.063
Ostrea lurida,19,,4,W,No Tide,21,18,8,6.125
Ostrea lurida,19,,3,L,No Tide,21,18,9,6.139
Ostrea lurida,19,,8,W,No Tide,21,18,9,6.157
Ostrea lurida,19,,6,W,No Tide,21,18,6,6.187
Ostrea lurida,19,,6,W,Tide,21,18,8,6.188
Ostrea lurida,19,,2,L,Tide,21,18,9,6.207
Ostrea lurida,19,,3,L,Tide,21,18,7,6.218
Ostrea lurida,19,,5,L,Tide,21,18,9,6.225
Ostrea lurida,19,,6,W,Tide,21,18,9,6.257
Ostrea lurida,19,,3,W,Tide,21,18,8,6.277
Ostrea lurida,19,,10,W,No Tide,21,18,10,6.303
Ostrea lurida,19,,1,L,No Tide,21,18,9,6.325
Ostrea lurida,19,,4,L,No Tide,21,18,10,6.376
Ostrea lurida,19,,7,W,Tide,21,18,10,6.381
Ostrea lurida,19,,1,W,No Tide,21,18,9,6.386
Ostrea lurida,19,,1,L,No Tide,21,18,6,6.413
Ostrea lurida,19,,7,W,Tide,21,18,8,6.414
Ostrea lurida,19,,4,W,No Tide,21,18,10,6.423
Ostrea lurida,19,,9,L,Tide,21,18,10,6.444
Ostrea lurida,19,,6,L,Tide,21,18,8,6.477
Ostrea lurida,19,,8,L,No Tide,21,18,7,6.496
Ostrea lurida,19,,7,L,No Tide,21,18,9,6.498
Ostrea lurida,19,,3,W,No Tide,21,18,8,6.542
Ostrea lurida,19,,8,L,No Tide,21,18,6,6.596
Ostrea lurida,19,,8,L,No Tide,21,18,9,6.641
Ostrea lurida,19,,10,L,No Tide,21,18,10,6.685
Ostrea lurida,19,,5,L,No Tide,21,18,9,6.687
Ostrea lurida,19,,3,L,No Tide,21,18,7,6.702
Ostrea lurida,19,,10,L,Tide,21,18,6,6.717
Ostrea lurida,19,,2,L,Tide,21,18,10,6.717
Ostrea lurida,19,,3,L,No Tide,21,18,6,6.797
Ostrea lurida,19,,8,W,No Tide,21,18,8,6.816
Ostrea lurida,19,,6,W,No Tide,21,18,7,6.864
Ostrea lurida,19,,4,L,No Tide,21,18,6,6.869
Ostrea lurida,19,,4,L,No Tide,21,18,8,6.946
Ostrea lurida,19,,1,W,Tide,21,18,8,7.001
Ostrea lurida,19,,2,L,No Tide,21,18,10,7.01
Ostrea lurida,19,,1,L,No Tide,21,18,10,7.031
Ostrea lurida,19,,7,L,Tide,21,18,10,7.047
Ostrea lurida,19,,1,L,Tide,21,18,8,7.053
Ostrea lurida,19,,7,W,No Tide,21,18,8,7.116
Ostrea lurida,19,,5,L,Tide,21,18,8,7.128
Ostrea lurida,19,,8,L,Tide,21,18,10,7.215
Ostrea lurida,19,,10,L,No Tide,21,18,7,7.219
Ostrea lurida,19,,1,L,No Tide,21,18,8,7.308
Ostrea lurida,19,,6,L,Tide,21,18,9,7.328
Ostrea lurida,19,,6,L,No Tide,21,18,6,7.365
Ostrea lurida,19,,5,W,Tide,21,18,8,7.37
Ostrea lurida,19,,6,W,No Tide,21,18,8,7.379
Ostrea lurida,19,,8,L,Tide,21,18,7,7.382
Ostrea lurida,19,,1,L,Tide,21,18,10,7.512
Ostrea lurida,19,,8,L,Tide,21,18,8,7.566
Ostrea lurida,19,,2,W,No Tide,21,18,6,7.615
Ostrea lurida,19,,10,L,No Tide,21,18,8,7.63
Ostrea lurida,19,,4,W,Tide,21,18,8,7.698
Ostrea lurida,19,,4,L,Tide,21,18,6,7.744
Ostrea lurida,19,,1,L,Tide,21,18,9,7.76
Ostrea lurida,19,,9,L,No Tide,21,18,8,7.767
Ostrea lurida,19,,9,L,Tide,21,18,8,7.791
Ostrea lurida,19,,4,L,Tide,21,18,8,7.833
Ostrea lurida,19,,3,L,No Tide,21,18,8,7.869
Ostrea lurida,19,,2,L,No Tide,21,18,6,7.928
Ostrea lurida,19,,9,L,No Tide,21,18,6,8.071
Ostrea lurida,19,,7,L,Tide,21,18,8,8.078
Ostrea lurida,19,,8,L,No Tide,21,18,8,8.215
Ostrea lurida,19,,6,L,Tide,21,18,10,8.311
Ostrea lurida,19,,6,L,No Tide,21,18,7,8.582
Ostrea lurida,19,,8,W,Tide,21,18,8,9.31
Ostrea lurida,19,,6,L,No Tide,21,18,8,10.262
Ostrea lurida,19,,7,L,No Tide,21,18,8,10.381
Ostrea lurida,19,,10,L,Tide,21,18,7,
Ostrea lurida,19,,10,W,Tide,21,18,7,
Ostrea lurida,19,,7,W,No Tide,21,21,19,3.192
Ostrea lurida,19,,6,W,Tide,21,21,17,3.334
Ostrea lurida,19,,2,W,No Tide,21,21,18,3.362
Ostrea lurida,19,,1,W,No Tide,21,21,19,3.503
Ostrea lurida,19,,1,W,Tide,21,21,17,3.523
Ostrea lurida,19,,10,W,Tide,21,21,17,3.687
Ostrea lurida,19,,10,W,Tide,21,21,18,3.749
Ostrea lurida,19,,2,W,Tide,21,21,16,3.777
Ostrea lurida,19,,3,W,Tide,21,21,20,3.825
Ostrea lurida,19,,6,W,No Tide,21,21,17,3.828
Ostrea lurida,19,,3,W,No Tide,21,21,18,3.912
Ostrea lurida,19,,4,W,Tide,21,21,17,3.918
Ostrea lurida,19,,3,W,No Tide,21,21,17,3.962
Ostrea lurida,19,,1,W,Tide,21,21,18,4.048
Ostrea lurida,19,,10,W,No Tide,21,21,20,4.091
Ostrea lurida,19,,3,W,Tide,21,21,16,4.112
Ostrea lurida,19,,5,W,Tide,21,21,16,4.115
Ostrea lurida,19,,7,W,Tide,21,21,18,4.116
Ostrea lurida,19,,4,W,Tide,21,21,18,4.133
Ostrea lurida,19,,8,W,No Tide,21,21,20,4.215
Ostrea lurida,19,,2,W,Tide,21,21,19,4.269
Ostrea lurida,19,,7,W,No Tide,21,21,17,4.271
Ostrea lurida,19,,7,W,Tide,21,21,17,4.319
Ostrea lurida,19,,3,W,Tide,21,21,17,4.366
Ostrea lurida,19,,8,W,No Tide,21,21,17,4.374
Ostrea lurida,19,,6,W,Tide,21,21,18,4.387
Ostrea lurida,19,,6,L,No Tide,21,21,17,4.405
Ostrea lurida,19,,8,W,Tide,21,21,19,4.406
Ostrea lurida,19,,1,W,No Tide,21,21,18,4.44
Ostrea lurida,19,,4,W,No Tide,21,21,19,4.448
Ostrea lurida,19,,10,L,Tide,21,21,17,4.46
Ostrea lurida,19,,4,L,Tide,21,21,18,4.462
Ostrea lurida,19,,8,W,No Tide,21,21,16,4.556
Ostrea lurida,19,,2,L,Tide,21,21,16,4.581
Ostrea lurida,19,,10,W,Tide,21,21,19,4.588
Ostrea lurida,19,,2,W,No Tide,21,21,17,4.611
Ostrea lurida,19,,9,W,No Tide,21,21,17,4.612
Ostrea lurida,19,,1,W,Tide,21,21,20,4.618
Ostrea lurida,19,,7,W,Tide,21,21,20,4.628
Ostrea lurida,19,,8,L,Tide,21,21,18,4.684
Ostrea lurida,19,,6,L,Tide,21,21,17,4.711
Ostrea lurida,19,,4,W,Tide,21,21,16,4.718
Ostrea lurida,19,,3,L,No Tide,21,21,17,4.724
Ostrea lurida,19,,4,W,Tide,21,21,19,4.742
Ostrea lurida,19,,4,W,No Tide,21,21,18,4.799
Ostrea lurida,19,,9,W,Tide,21,21,19,4.811
Ostrea lurida,19,,7,W,Tide,21,21,16,4.826
Ostrea lurida,19,,2,W,No Tide,21,21,20,4.828
Ostrea lurida,19,,2,W,Tide,21,21,20,4.837
Ostrea lurida,19,,9,W,No Tide,21,21,18,4.865
Ostrea lurida,19,,8,W,No Tide,21,21,19,4.886
Ostrea lurida,19,,8,W,Tide,21,21,17,4.911
Ostrea lurida,19,,1,W,Tide,21,21,19,4.934
Ostrea lurida,19,,8,W,No Tide,21,21,18,4.971
Ostrea lurida,19,,4,W,No Tide,21,21,17,4.999
Ostrea lurida,19,,8,W,Tide,21,21,18,5.047
Ostrea lurida,19,,2,L,No Tide,21,21,18,5.06
Ostrea lurida,19,,1,L,Tide,21,21,20,5.065
Ostrea lurida,19,,8,L,No Tide,21,21,20,5.129
Ostrea lurida,19,,2,L,Tide,21,21,19,5.147
Ostrea lurida,19,,7,L,Tide,21,21,16,5.164
Ostrea lurida,19,,9,W,No Tide,21,21,19,5.187
Ostrea lurida,19,,5,W,No Tide,21,21,20,5.196
Ostrea lurida,19,,6,W,Tide,21,21,16,5.23
Ostrea lurida,19,,3,W,No Tide,21,21,20,5.234
Ostrea lurida,19,,7,L,Tide,21,21,17,5.246
Ostrea lurida,19,,2,W,No Tide,21,21,19,5.247
Ostrea lurida,19,,3,W,Tide,21,21,19,5.267
Ostrea lurida,19,,6,W,No Tide,21,21,18,5.268
Ostrea lurida,19,,7,L,No Tide,21,21,19,5.269
Ostrea lurida,19,,9,W,No Tide,21,21,20,5.269
Ostrea lurida,19,,4,L,Tide,21,21,17,5.296
Ostrea lurida,19,,7,L,Tide,21,21,18,5.319
Ostrea lurida,19,,5,W,Tide,21,21,17,5.347
Ostrea lurida,19,,10,W,Tide,21,21,16,5.354
Ostrea lurida,19,,5,L,No Tide,21,21,20,5.375
Ostrea lurida,19,,9,L,Tide,21,21,19,5.403
Ostrea lurida,19,,9,W,Tide,21,21,18,5.409
Ostrea lurida,19,,10,W,No Tide,21,21,17,5.428
Ostrea lurida,19,,6,W,No Tide,21,21,16,5.431
Ostrea lurida,19,,3,L,Tide,21,21,18,5.431
Ostrea lurida,19,,9,W,Tide,21,21,17,5.444
Ostrea lurida,19,,2,W,Tide,21,21,18,5.449
Ostrea lurida,19,,10,W,No Tide,21,21,19,5.465
Ostrea lurida,19,,1,L,Tide,21,21,17,5.484
Ostrea lurida,19,,2,L,Tide,21,21,20,5.54
Ostrea lurida,19,,6,W,No Tide,21,21,19,5.574
Ostrea lurida,19,,5,W,No Tide,21,21,17,5.591
Ostrea lurida,19,,1,L,No Tide,21,21,19,5.63
Ostrea lurida,19,,7,L,Tide,21,21,20,5.631
Ostrea lurida,19,,3,L,No Tide,21,21,20,5.642
Ostrea lurida,19,,8,L,No Tide,21,21,17,5.655
Ostrea lurida,19,,5,W,Tide,21,21,18,5.663
Ostrea lurida,19,,3,L,Tide,21,21,17,5.679
Ostrea lurida,19,,3,W,Tide,21,21,18,5.694
Ostrea lurida,19,,4,W,Tide,21,21,20,5.697
Ostrea lurida,19,,9,W,Tide,21,21,16,5.724
Ostrea lurida,19,,8,L,No Tide,21,21,18,5.738
Ostrea lurida,19,,5,L,Tide,21,21,17,5.77
Ostrea lurida,19,,3,L,Tide,21,21,20,5.815
Ostrea lurida,19,,7,L,No Tide,21,21,17,5.816
Ostrea lurida,19,,4,W,No Tide,21,21,20,5.818
Ostrea lurida,19,,5,L,Tide,21,21,16,5.826
Ostrea lurida,19,,1,L,Tide,21,21,19,5.842
Ostrea lurida,19,,8,L,Tide,21,21,17,5.846
Ostrea lurida,19,,7,W,No Tide,21,21,20,5.852
Ostrea lurida,19,,6,W,Tide,21,21,20,5.853
Ostrea lurida,19,,1,W,Tide,21,21,16,5.856
Ostrea lurida,19,,8,L,No Tide,21,21,19,5.862
Ostrea lurida,19,,9,L,No Tide,21,21,19,5.866
Ostrea lurida,19,,7,W,Tide,21,21,19,5.872
Ostrea lurida,19,,7,W,No Tide,21,21,16,5.875
Ostrea lurida,19,,6,L,No Tide,21,21,18,5.881
Ostrea lurida,19,,4,L,Tide,21,21,16,5.888
Ostrea lurida,19,,10,L,Tide,21,21,18,5.896
Ostrea lurida,19,,8,L,Tide,21,21,19,5.934
Ostrea lurida,19,,6,L,Tide,21,21,16,5.943
Ostrea lurida,19,,9,L,No Tide,21,21,20,5.944
Ostrea lurida,19,,4,L,No Tide,21,21,17,5.968
Ostrea lurida,19,,6,W,No Tide,21,21,20,6.007
Ostrea lurida,19,,1,W,No Tide,21,21,17,6.069
Ostrea lurida,19,,3,W,No Tide,21,21,19,6.076
Ostrea lurida,19,,5,W,Tide,21,21,20,6.096
Ostrea lurida,19,,6,W,Tide,21,21,19,6.112
Ostrea lurida,19,,7,L,No Tide,21,21,20,6.116
Ostrea lurida,19,,5,L,Tide,21,21,18,6.139
Ostrea lurida,19,,10,L,No Tide,21,21,20,6.142
Ostrea lurida,19,,5,W,No Tide,21,21,16,6.187
Ostrea lurida,19,,7,L,No Tide,21,21,16,6.261
Ostrea lurida,19,,8,L,Tide,21,21,20,6.267
Ostrea lurida,19,,10,L,No Tide,21,21,17,6.276
Ostrea lurida,19,,4,L,No Tide,21,21,18,6.287
Ostrea lurida,19,,1,L,Tide,21,21,18,6.32
Ostrea lurida,19,,10,L,Tide,21,21,16,6.327
Ostrea lurida,19,,5,W,No Tide,21,21,18,6.332
Ostrea lurida,19,,9,L,No Tide,21,21,18,6.347
Ostrea lurida,19,,2,L,No Tide,21,21,20,6.347
Ostrea lurida,19,,3,L,No Tide,21,21,18,6.389
Ostrea lurida,19,,3,L,Tide,21,21,16,6.455
Ostrea lurida,19,,2,L,No Tide,21,21,17,6.464
Ostrea lurida,19,,1,W,No Tide,21,21,16,6.469
Ostrea lurida,19,,8,W,Tide,21,21,20,6.484
Ostrea lurida,19,,3,L,No Tide,21,21,19,6.495
Ostrea lurida,19,,3,L,Tide,21,21,19,6.496
Ostrea lurida,19,,4,L,No Tide,21,21,16,6.504
Ostrea lurida,19,,4,W,No Tide,21,21,16,6.559
Ostrea lurida,19,,8,W,Tide,21,21,16,6.575
Ostrea lurida,19,,6,L,Tide,21,21,18,6.586
Ostrea lurida,19,,4,L,No Tide,21,21,20,6.631
Ostrea lurida,19,,1,L,No Tide,21,21,18,6.64
Ostrea lurida,19,,6,L,No Tide,21,21,19,6.646
Ostrea lurida,19,,5,W,No Tide,21,21,19,6.655
Ostrea lurida,19,,9,W,Tide,21,21,20,6.673
Ostrea lurida,19,,2,W,Tide,21,21,17,6.688
Ostrea lurida,19,,1,W,No Tide,21,21,20,6.697
Ostrea lurida,19,,7,L,Tide,21,21,19,6.716
Ostrea lurida,19,,5,L,No Tide,21,21,18,6.82
Ostrea lurida,19,,5,L,Tide,21,21,20,6.851
Ostrea lurida,19,,1,L,No Tide,21,21,17,6.868
Ostrea lurida,19,,9,L,Tide,21,21,20,6.872
Ostrea lurida,19,,10,W,No Tide,21,21,16,6.899
Ostrea lurida,19,,5,L,No Tide,21,21,19,6.899
Ostrea lurida,19,,4,L,Tide,21,21,19,6.925
Ostrea lurida,19,,9,L,No Tide,21,21,17,6.961
Ostrea lurida,19,,4,L,No Tide,21,21,19,6.993
Ostrea lurida,19,,9,L,Tide,21,21,17,7.029
Ostrea lurida,19,,2,L,No Tide,21,21,19,7.047
Ostrea lurida,19,,6,L,Tide,21,21,19,7.126
Ostrea lurida,19,,10,L,Tide,21,21,20,7.148
Ostrea lurida,19,,2,L,Tide,21,21,18,7.159
Ostrea lurida,19,,2,W,No Tide,21,21,16,7.211
