Species,SH_Temp,SH_Tide,Oyster_Numb,Mortality,D_A
O_lurida,21,Tide,155,0,Alive
O_lurida,21,Tide,156,0,Alive
O_lurida,21,Tide,157,0,Alive
O_lurida,21,Tide,158,0,Alive
O_lurida,21,Tide,159,0,Alive
O_lurida,21,Tide,160,0,Alive
O_lurida,21,Tide,161,0,Alive
O_lurida,21,Tide,162,0,Alive
O_lurida,21,Tide,163,0,Alive
O_lurida,21,Tide,164,0,Alive
O_lurida,21,Tide,165,0,Alive
O_lurida,21,Tide,166,0,Alive
O_lurida,21,Tide,167,0,Alive
O_lurida,21,Tide,168,0,Alive
O_lurida,21,Tide,169,0,Alive
O_lurida,21,Tide,170,0,Alive
O_lurida,21,Tide,171,0,Alive
O_lurida,21,Tide,172,0,Alive
O_lurida,21,Tide,173,0,Alive
O_lurida,21,Tide,174,0,Alive
O_lurida,21,Tide,175,0,Alive
O_lurida,21,Tide,176,0,Alive
O_lurida,21,Tide,177,0,Alive
O_lurida,21,Tide,178,0,Alive
O_lurida,21,Tide,179,0,Alive
O_lurida,21,Tide,180,0,Alive
O_lurida,21,Tide,181,0,Alive
O_lurida,21,Tide,182,0,Alive
O_lurida,21,Tide,183,0,Alive
O_lurida,21,Tide,184,0,Alive
O_lurida,21,Tide,185,0,Alive
O_lurida,21,Tide,186,0,Alive
O_lurida,21,Tide,187,0,Alive
O_lurida,21,Tide,188,0,Alive
O_lurida,21,Tide,189,0,Alive
O_lurida,21,Tide,190,0,Alive
O_lurida,21,Tide,191,0,Alive
O_lurida,21,Tide,192,0,Alive
O_lurida,21,Tide,193,0,Alive
O_lurida,21,Tide,194,0,Alive
O_lurida,21,Tide,195,0,Alive
O_lurida,21,Tide,196,0,Alive
O_lurida,21,Tide,197,0,Alive
O_lurida,21,Tide,198,0,Alive
O_lurida,21,Tide,199,0,Alive
O_lurida,21,Tide,200,0,Alive
O_lurida,21,Tide,201,0,Alive
O_lurida,21,Tide,202,0,Alive
O_lurida,21,Tide,203,0,Alive
O_lurida,21,Tide,204,0,Alive
O_lurida,21,Tide,205,0,Alive
O_lurida,21,Tide,206,0,Alive
O_lurida,21,Tide,207,0,Alive
O_lurida,21,Tide,208,0,Alive
O_lurida,21,Tide,209,0,Alive
O_lurida,21,Tide,210,0,Alive
O_lurida,21,Tide,211,0,Alive
O_lurida,21,Tide,212,0,Alive
O_lurida,21,Tide,213,0,Alive
O_lurida,21,Tide,214,0,Alive
O_lurida,21,Tide,215,0,Alive
O_lurida,21,Tide,216,0,Alive
O_lurida,21,Tide,217,0,Alive
O_lurida,21,Tide,218,0,Alive
O_lurida,21,Tide,219,0,Alive
O_lurida,21,Tide,220,0,Alive
O_lurida,21,Tide,221,0,Alive
O_lurida,21,Tide,222,0,Alive
O_lurida,21,Tide,223,0,Alive
O_lurida,21,Tide,224,0,Alive
O_lurida,21,Tide,225,0,Alive
O_lurida,21,Tide,226,0,Alive
O_lurida,21,Tide,227,0,Alive
O_lurida,21,Tide,228,0,Alive
O_lurida,21,Tide,229,0,Alive
O_lurida,21,Tide,230,0,Alive
O_lurida,21,Tide,231,0,Alive
O_lurida,21,Tide,232,0,Alive
O_lurida,21,Tide,233,0,Alive
O_lurida,21,Tide,234,0,Alive
O_lurida,21,Tide,235,0,Alive
O_lurida,21,Tide,236,0,Alive
O_lurida,21,Tide,237,0,Alive
O_lurida,21,Tide,238,0,Alive
O_lurida,21,Tide,239,0,Alive
O_lurida,21,Tide,240,0,Alive
O_lurida,21,Tide,241,0,Alive
O_lurida,21,Tide,242,0,Alive
O_lurida,21,Tide,243,0,Alive
O_lurida,21,Tide,244,0,Alive
O_lurida,21,Tide,245,0,Alive
O_lurida,21,Tide,246,0,Alive
O_lurida,21,Tide,247,0,Alive
O_lurida,21,Tide,248,0,Alive
O_lurida,21,Tide,249,0,Alive
O_lurida,21,Tide,250,0,Alive
O_lurida,21,Tide,251,0,Alive
O_lurida,21,Tide,252,0,Alive
O_lurida,21,Tide,253,0,Alive
O_lurida,21,Tide,254,0,Alive
O_lurida,21,Tide,255,0,Alive
O_lurida,21,Tide,256,0,Alive
O_lurida,21,Tide,257,0,Alive
O_lurida,21,Tide,258,0,Alive
O_lurida,21,Tide,259,0,Alive
O_lurida,21,Tide,260,0,Alive
O_lurida,21,Tide,261,0,Alive
O_lurida,21,Tide,262,0,Alive
O_lurida,21,Tide,263,0,Alive
O_lurida,21,Tide,264,0,Alive
O_lurida,21,Tide,265,0,Alive
O_lurida,21,Tide,266,0,Alive
O_lurida,21,Tide,267,0,Alive
O_lurida,21,Tide,268,0,Alive
O_lurida,21,Tide,269,0,Alive
O_lurida,21,Tide,270,0,Alive
O_lurida,21,Tide,271,0,Alive
O_lurida,21,Tide,272,0,Alive
O_lurida,21,Tide,273,0,Alive
O_lurida,21,Tide,274,0,Alive
O_lurida,21,Tide,275,0,Alive
O_lurida,21,Tide,276,0,Alive
O_lurida,21,Tide,277,0,Alive
O_lurida,21,Tide,278,0,Alive
O_lurida,21,Tide,279,0,Alive
O_lurida,21,Tide,280,0,Alive
O_lurida,21,Tide,281,0,Alive
O_lurida,21,Tide,282,0,Alive
O_lurida,21,Tide,283,0,Alive
O_lurida,21,Tide,284,0,Alive
O_lurida,21,Tide,285,0,Alive
O_lurida,21,Tide,286,0,Alive
O_lurida,21,Tide,287,0,Alive
O_lurida,21,Tide,288,0,Alive
O_lurida,21,Tide,289,0,Alive
O_lurida,21,Tide,290,0,Alive
O_lurida,21,Tide,291,0,Alive
O_lurida,21,Tide,292,0,Alive
O_lurida,21,Tide,293,0,Alive
O_lurida,21,Tide,294,0,Alive
O_lurida,21,Tide,295,0,Alive
O_lurida,21,Tide,296,0,Alive
O_lurida,21,Tide,297,0,Alive
O_lurida,21,Tide,298,0,Alive
O_lurida,21,Tide,299,0,Alive
O_lurida,21,Tide,300,0,Alive
O_lurida,21,Tide,301,0,Alive
O_lurida,21,Tide,302,0,Alive
O_lurida,21,Tide,303,0,Alive
O_lurida,21,Tide,304,0,Alive
O_lurida,21,Tide,305,0,Alive
O_lurida,21,Tide,306,0,Alive
O_lurida,21,Tide,307,0,Alive
O_lurida,21,Tide,308,0,Alive
O_lurida,21,Tide,309,0,Alive
O_lurida,21,Tide,310,0,Alive
O_lurida,21,Tide,311,0,Alive
O_lurida,21,Tide,312,0,Alive
O_lurida,21,Tide,313,0,Alive
O_lurida,21,Tide,314,0,Alive
O_lurida,21,Tide,315,0,Alive
O_lurida,21,Tide,316,0,Alive
O_lurida,21,Tide,317,0,Alive
O_lurida,21,Tide,318,0,Alive
O_lurida,21,Tide,319,0,Alive
O_lurida,21,Tide,320,0,Alive
O_lurida,21,Tide,321,0,Alive
O_lurida,21,Tide,322,0,Alive
O_lurida,21,Tide,323,0,Alive
O_lurida,21,Tide,324,0,Alive
O_lurida,21,Tide,325,0,Alive
O_lurida,21,Tide,326,0,Alive
O_lurida,21,Tide,327,0,Alive
O_lurida,21,Tide,328,0,Alive
O_lurida,21,Tide,329,0,Alive
O_lurida,21,Tide,330,0,Alive
O_lurida,21,Tide,331,0,Alive
O_lurida,21,Tide,332,0,Alive
O_lurida,21,Tide,333,0,Alive
O_lurida,21,Tide,334,0,Alive
O_lurida,21,Tide,335,0,Alive
O_lurida,21,Tide,336,0,Alive
O_lurida,21,Tide,337,0,Alive
O_lurida,21,Tide,338,0,Alive
O_lurida,21,Tide,339,0,Alive
O_lurida,21,Tide,340,0,Alive
O_lurida,21,Tide,341,0,Alive
O_lurida,21,Tide,342,0,Alive
O_lurida,21,Tide,343,0,Alive
O_lurida,21,Tide,344,0,Alive
O_lurida,21,Tide,345,0,Alive
O_lurida,21,Tide,346,0,Alive
O_lurida,21,Tide,347,0,Alive
O_lurida,21,Tide,348,0,Alive
O_lurida,21,Tide,349,0,Alive
O_lurida,21,Tide,350,0,Alive
O_lurida,21,Tide,351,0,Alive
O_lurida,21,Tide,352,0,Alive
O_lurida,21,Tide,353,0,Alive
O_lurida,21,Tide,354,0,Alive
O_lurida,21,Tide,355,0,Alive
O_lurida,21,Tide,356,0,Alive
O_lurida,21,Tide,357,0,Alive
O_lurida,21,Tide,358,0,Alive
O_lurida,21,Tide,359,0,Alive
O_lurida,21,Tide,360,0,Alive
O_lurida,21,Tide,361,0,Alive
O_lurida,21,Tide,362,0,Alive
O_lurida,21,Tide,363,0,Alive
O_lurida,21,Tide,364,0,Alive
O_lurida,21,Tide,365,0,Alive
O_lurida,21,Tide,366,0,Alive
O_lurida,21,Tide,367,0,Alive
O_lurida,21,Tide,368,0,Alive
O_lurida,21,Tide,369,0,Alive
O_lurida,21,Tide,370,0,Alive
O_lurida,21,Tide,371,0,Alive
O_lurida,21,Tide,372,0,Alive
O_lurida,21,Tide,373,0,Alive
O_lurida,21,Tide,374,0,Alive
O_lurida,21,Tide,375,0,Alive
O_lurida,21,Tide,376,0,Alive
O_lurida,21,Tide,377,0,Alive
O_lurida,21,Tide,378,0,Alive
O_lurida,21,Tide,379,0,Alive
O_lurida,21,Tide,380,0,Alive
O_lurida,21,Tide,381,0,Alive
O_lurida,21,Tide,382,0,Alive
O_lurida,21,Tide,383,0,Alive
O_lurida,21,Tide,384,0,Alive
O_lurida,21,Tide,385,0,Alive
O_lurida,21,Tide,386,0,Alive
O_lurida,21,Tide,387,0,Alive
O_lurida,21,Tide,388,0,Alive
O_lurida,21,Tide,389,0,Alive
O_lurida,21,Tide,390,0,Alive
O_lurida,21,Tide,391,0,Alive
O_lurida,21,Tide,392,0,Alive
O_lurida,21,Tide,393,0,Alive
O_lurida,21,Tide,394,0,Alive
O_lurida,21,Tide,395,0,Alive
O_lurida,21,Tide,396,0,Alive
O_lurida,21,Tide,397,0,Alive
O_lurida,21,Tide,398,0,Alive
O_lurida,21,Tide,399,0,Alive
O_lurida,21,Tide,400,0,Alive
